Elevation,Aspect,Slope,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade,Total_Distance_to_Hydrology
2919,117,6,3903,6349,20,1,200.33333333333331,150.0
2945,258,14,5535,5134,29,1,210.66666666666663,378.68324494226044
3054,270,1,5742,4830,12,1,205.0,395.05569227641814
2978,75,5,4847,4455,29,1,198.0,299.2072860075436
2915,81,8,4345,4260,23,1,195.0,0.0
2756,30,4,2571,1770,12,1,199.33333333333331,150.0133327407934
2717,155,4,2037,1230,20,1,204.66666666666663,0.0
2928,315,1,4194,4050,29,1,204.0,151.75308893067054
2770,95,3,2813,2011,12,1,202.0,258.0949437706985
2656,77,23,1320,518,30,1,166.0,283.9330907097656
2750,124,5,2370,1565,12,1,201.66666666666663,150.26975743641833
2907,45,7,4041,3783,29,1,195.0,350.2413453605956
2781,65,13,3162,2465,20,1,186.0,42.42640687119285
2715,203,5,1920,1120,12,1,208.66666666666663,124.00403219250575
2968,338,11,3426,6508,20,1,196.0,217.22108553268947
2739,130,8,2160,1366,12,1,201.0,136.49908424601244
2922,129,3,4283,4027,29,1,203.0,218.74185699129464
2792,101,6,3180,2442,12,1,199.0,111.8257573191436
3064,90,8,2822,6357,29,1,196.33333333333331,371.7122543043207
3041,243,14,5911,4636,29,1,212.33333333333331,515.4308877046466
2888,32,8,3700,3164,12,1,194.66666666666663,475.482912416419
3080,180,1,2715,6347,29,1,205.0,250.05999280172747
2613,132,27,1260,558,30,1,179.66666666666663,178.67568385205638
2978,135,4,3247,6576,29,1,203.33333333333331,108.77959367454909
2952,353,12,4928,4105,20,1,192.0,0.0
2773,81,14,3019,2338,12,1,186.33333333333331,110.63453348751464
3057,90,8,2783,6452,29,1,196.33333333333331,390.3280671435248
3064,45,16,5623,4361,29,1,178.66666666666663,235.762592452662
2742,174,9,2455,1725,12,1,207.66666666666663,268.9851297005097
2677,167,16,1680,953,12,1,205.0,85.47514258543241
2567,140,18,1110,492,30,1,195.33333333333331,60.67124524847005
2739,142,6,2465,1761,12,1,203.66666666666663,228.87551201471948
3001,267,14,5749,4570,29,1,209.33333333333331,648.908314016703
3014,5,31,4950,3973,29,1,150.66666666666666,109.27488274987991
2584,343,13,812,480,29,1,192.0,154.98709623707387
2902,104,6,3643,3107,12,1,199.66666666666663,565.0530948503866
3047,155,9,2760,6661,29,1,204.66666666666663,432.43612245047245
2909,212,6,4092,3586,30,1,209.66666666666663,217.81643647805828
2910,198,5,4063,3556,30,1,207.66666666666663,239.49321493520438
3011,108,10,2912,6632,29,1,196.0,215.0348808914498
2998,68,8,2987,6557,29,1,194.33333333333331,126.11502686040232
3011,263,12,5753,4386,29,1,210.33333333333331,683.0790583819709
3008,24,12,5353,3950,20,1,187.33333333333331,311.09001912629725
3004,18,10,5232,3899,29,1,191.33333333333331,194.17775361765828
3031,81,6,5542,4002,29,1,198.0,513.7100349418921
2939,288,5,5448,4506,29,1,205.66666666666663,381.00131233369785
2949,277,12,5506,4471,29,1,207.66666666666663,439.7385586914115
3028,323,9,5079,3771,29,1,200.0,247.7357463104588
2900,315,1,5152,4667,16,1,204.0,90.0
2932,96,7,3861,5585,29,1,196.66666666666663,247.58432906789557
2909,72,5,4554,5006,19,1,198.0,324.0385779502188
2909,0,3,4582,4985,19,1,201.33333333333331,350.03571246374275
2900,180,3,4725,4880,8,1,205.66666666666663,300.00666659259423
2867,143,12,3363,2963,12,1,201.0,451.6248443121791
3047,356,10,5664,3811,29,1,194.0,622.5343364024188
2617,15,14,1652,1383,29,1,185.66666666666663,30.0
2998,340,7,2978,6224,29,1,199.33333333333331,109.17875251164945
2962,276,7,3610,5658,20,1,207.33333333333331,499.21738751770255
2759,160,12,2782,2462,30,1,204.66666666666663,125.0
2646,9,33,1771,1518,29,1,144.33333333333334,60.67124524847005
3027,217,17,5844,4011,29,1,213.33333333333331,711.4274383238251
2963,121,13,4557,3360,29,1,195.33333333333331,175.0
2919,117,15,4375,3311,29,1,191.66666666666663,178.08424972467387
2690,343,24,1816,1645,29,1,174.33333333333337,124.72369462135092
2660,3,9,1307,1249,29,1,193.66666666666663,303.0
2955,235,21,5590,4074,29,1,212.66666666666663,454.34128141739444
2953,120,13,4518,3297,29,1,195.0,134.03357788255897
2887,124,17,4252,3273,29,1,191.33333333333331,95.88534820294495
3014,338,8,2888,6169,29,1,198.33333333333331,151.75308893067054
2995,62,11,3209,5849,29,1,188.0,484.298461694852
2965,142,6,4778,3283,29,1,203.66666666666663,0.0
2982,47,9,3387,5641,20,1,191.33333333333331,437.0560604773717
2739,311,10,1765,1742,29,1,202.0,281.60255680657446
2983,5,5,3406,5600,20,1,199.0,400.04499746903474
2916,243,3,5442,4030,23,1,207.0,335.3818719012702
3047,135,3,5900,3591,29,1,203.66666666666663,942.6054317687757
2751,270,2,3068,2912,23,1,205.33333333333331,0.0
2690,318,7,967,1310,12,1,202.33333333333331,519.8846025802264
2599,89,10,558,1233,20,1,193.0,30.01666203960727
2919,264,7,5490,3945,29,1,209.0,408.4421623681865
2975,253,12,5780,3739,29,1,211.33333333333331,618.8190365526904
2617,83,9,573,1290,12,1,193.0,128.00390619039717
2574,92,7,408,1318,20,1,196.66666666666663,0.0
2939,19,11,3980,5016,20,1,190.0,60.40695324215582
2915,45,10,4397,3018,29,1,190.0,60.0
2765,41,5,3263,3107,23,1,198.0,0.0
2784,348,13,2758,2687,29,1,190.66666666666663,173.9798838946618
2850,108,22,3976,2971,30,1,179.0,44.27188724235731
2919,236,7,5470,3853,23,1,210.0,350.36552341804406
2995,233,14,5932,3487,29,1,213.0,644.1777704950707
2817,32,15,2561,2613,29,1,182.33333333333331,396.95843611138935
2932,18,2,4326,4597,23,1,201.66666666666663,485.1741955215673
2826,11,7,2648,2704,29,1,196.0,373.20905669610966
2795,47,10,2260,2389,29,1,190.66666666666663,460.89695160632164
2760,62,5,1842,2079,12,1,198.66666666666663,550.9673311549425
2700,76,9,1124,1691,12,1,193.66666666666663,433.2597373400856
3001,238,9,5966,3379,29,1,211.0,599.1060006376167
2699,165,3,908,1670,12,1,205.33333333333331,390.00512817141265
2730,79,6,1353,1883,12,1,197.33333333333331,270.36271932350434
2655,82,8,607,1634,12,1,194.33333333333331,397.8341362930034
2644,46,14,518,1624,12,1,183.0,332.28000240760804
2998,252,12,5940,3271,29,1,211.33333333333331,560.1160594019779
2854,28,8,2791,2912,12,1,193.66666666666663,456.8555570418291
2809,63,8,2251,2486,12,1,193.0,459.412668523627
2633,94,19,454,1651,12,1,179.33333333333337,270.7175650008695
2588,152,10,277,1654,30,1,203.66666666666663,187.97074240423694
2811,84,10,2250,2506,12,1,193.0,434.6642382345251
2926,208,15,5633,3446,23,1,212.33333333333331,300.66592756745814
2839,71,14,2370,2616,12,1,185.0,492.44289008980525
2689,179,11,932,1851,30,1,208.33333333333331,210.00952359357422
3015,66,19,3777,4847,29,1,174.0,335.72161086233336
2995,62,14,3836,4795,29,1,183.66666666666663,362.03452874000845
2938,159,7,4891,2656,30,1,205.33333333333331,285.84786163272236
2929,130,8,4651,2590,22,1,201.33333333333331,150.9602596712128
2851,107,11,2402,2698,30,1,194.66666666666663,464.59444680280023
2949,122,14,5131,2714,22,1,194.66666666666663,380.0328933131973
2596,33,14,150,1321,29,1,183.33333333333331,341.4395993437199
2939,45,8,4602,4080,29,1,193.0,307.1025887224007
2805,44,17,1902,2436,12,1,176.66666666666663,172.9855485293497
3074,52,9,3105,5353,29,1,192.0,42.190046219457976
2932,54,16,3578,2418,29,1,178.33333333333337,307.001628660175
2868,29,20,3369,2468,23,1,171.0,100.56838469419701
2864,128,8,2741,2713,12,1,200.66666666666663,455.3789630626342
2946,352,14,4298,2352,30,1,189.66666666666663,173.5655495770978
3021,25,12,3847,4662,29,1,186.66666666666663,564.3908220373538
3018,49,14,3936,4569,29,1,182.33333333333331,631.3834017457222
2863,193,6,2869,2577,12,1,208.66666666666663,394.8974550437113
2978,156,6,5532,2688,30,1,205.33333333333331,527.5386241783629
2945,63,12,3561,2278,29,1,187.0,342.1637035104688
2618,7,18,458,1866,29,1,179.33333333333337,176.3774361986249
2968,120,9,5386,2557,30,1,198.33333333333331,368.5457909134223
2734,93,5,1645,2445,12,1,199.33333333333331,277.46170906991836
2728,83,11,1587,2416,12,1,190.0,277.6508598942204
2762,190,5,1972,2647,30,1,207.66666666666663,30.14962686336267
2922,270,5,4843,3582,23,1,207.0,120.33702672078948
2926,61,11,5123,2375,19,1,189.33333333333331,90.44888059008801
2962,346,6,5549,2514,30,1,200.0,519.950959225964
2624,183,27,1195,2374,30,1,201.66666666666663,63.90618123468183
2917,107,5,3413,2125,12,1,200.66666666666663,212.5770448566825
2644,345,3,509,1426,12,1,202.66666666666663,85.09406559801923
2645,45,4,467,1368,12,1,198.66666666666663,134.03357788255897
3024,24,16,4116,4161,29,1,180.33333333333331,298.1358750637031
2651,40,14,641,1783,12,1,182.33333333333331,242.03305559365234
2936,231,7,5773,2571,30,1,210.0,286.574597618142
2813,127,14,2845,2313,29,1,195.0,61.18823416311342
2617,344,19,1307,2506,29,1,183.0,30.59411708155671
2952,281,5,4824,2022,29,1,206.33333333333331,214.55302374937528
2968,286,17,4735,1992,29,1,204.66666666666663,285.9545418418809
2992,228,6,4439,1919,12,1,209.66666666666663,464.7633806572975
2976,124,9,4173,1891,12,1,199.33333333333331,279.7320146139873
2796,131,9,2794,2323,29,1,200.66666666666663,0.0
2955,311,9,5660,2428,30,1,202.33333333333331,423.8419516753857
2917,175,13,3707,1907,12,1,207.66666666666663,30.0
2821,72,20,2889,2247,29,1,172.66666666666663,92.19544457292888
2794,179,20,2629,2408,30,1,206.0,127.3459854098275
2661,266,4,631,1499,23,1,206.66666666666663,67.11929677819934
2793,119,17,2810,2274,29,1,188.66666666666663,30.066592756745816
2976,315,19,4779,1917,29,1,193.0,324.2298567374695
2807,115,21,2876,2215,29,1,182.0,85.70880934886448
3109,87,13,3469,4669,29,1,188.33333333333331,446.2869032360237
3109,53,7,3774,4310,29,1,194.0,364.4283194264683
2792,109,19,2856,2208,29,1,182.66666666666663,67.47592163134935
2775,121,16,2799,2244,29,1,191.33333333333331,30.14962686336267
3113,14,13,3684,4380,29,1,187.0,376.70280062670093
2919,341,9,4830,3187,23,1,198.0,467.00963587489287
2757,129,12,2751,2259,29,1,197.33333333333331,0.0
2952,41,14,4604,3375,23,1,182.66666666666663,335.2521439155908
2764,91,15,2789,2216,29,1,186.0,42.579337712087536
2753,109,19,2771,2213,29,1,184.0,60.07495318350236
2744,122,19,2742,2232,29,1,188.0,30.01666203960727
2736,138,18,2714,2252,29,1,194.66666666666663,0.0
2954,156,10,4308,1657,12,1,205.0,311.1944729586308
2662,138,23,2173,2588,16,1,188.66666666666663,31.04834939252005
2988,69,14,4298,3596,20,1,183.66666666666663,228.01973598791838
2965,72,14,4509,3383,29,1,184.0,361.04985805287333
2663,118,21,2214,2546,16,1,183.66666666666663,31.953090617340916
2600,64,10,277,1195,12,1,190.33333333333331,249.19470299346253
2942,71,16,4656,3211,23,1,181.0,499.00901795458566
2718,90,18,2719,2207,29,1,180.0,30.066592756745816
2695,168,19,2608,2291,30,1,203.33333333333331,30.01666203960727
2669,31,3,696,1559,12,1,201.0,342.42225394971047
2753,103,20,2813,2123,29,1,179.66666666666663,110.63453348751464
2721,101,18,2730,2185,29,1,182.66666666666663,43.965895873961216
2686,142,10,2592,2293,30,1,201.66666666666663,0.0
2676,119,5,2483,2352,16,1,201.33333333333331,0.0
2610,135,6,323,1256,12,1,202.66666666666663,272.31048455760936
2706,137,18,2714,2185,29,1,193.66666666666663,60.00833275470999
2709,323,24,2125,2563,29,1,184.0,140.03570973148243
2676,66,3,883,1745,12,1,200.66666666666663,391.735880409237
3201,70,8,2908,5058,29,1,194.33333333333331,336.21719170797917
2688,120,7,2644,2227,16,1,201.0,30.14962686336267
2685,11,2,2617,2241,16,1,202.0,30.265491900843113
2684,347,6,2630,2215,16,1,199.33333333333331,0.0
2714,329,25,2207,2479,29,1,179.66666666666663,134.73678042761748
2766,38,5,1813,2800,29,1,197.33333333333331,85.05292469985967
2695,101,10,2778,2101,16,1,194.66666666666663,0.0
2690,35,6,2751,2123,16,1,196.66666666666663,0.0
2769,7,9,1832,2780,29,1,193.66666666666663,67.0
2795,126,24,3259,1740,29,1,181.0,154.719100307622
2740,332,27,2239,2432,29,1,173.66666666666663,188.48076824970764
3009,238,7,5071,1631,30,1,210.0,447.97321348491363
2964,84,19,4607,1434,29,1,176.66666666666663,128.06248474865697
2783,332,30,2180,2467,29,1,169.0,279.3223943761044
2781,56,9,1987,2630,29,1,192.66666666666663,190.06577808748213
2775,40,8,1940,2673,29,1,193.66666666666663,134.0
2781,39,3,1871,2739,29,1,200.33333333333331,61.0
2593,7,8,335,1279,29,1,195.66666666666663,85.14693182963201
3149,120,13,3438,4269,30,1,195.0,153.58710883404245
3044,345,5,4119,3538,29,1,200.0,342.58429619584143
2919,76,4,4914,2754,23,1,200.0,228.07893370497854
2786,52,11,2005,2609,29,1,188.33333333333331,182.27451824103116
2780,13,8,1959,2652,23,1,194.33333333333331,124.06449935416659
2780,350,9,1936,2674,23,1,195.66666666666663,95.08417323613851
2872,79,9,4336,1323,23,1,193.33333333333331,0.0
2796,27,2,2071,2546,29,1,201.66666666666663,240.8318915758459
2790,54,10,2024,2588,23,1,189.66666666666663,180.54362353736008
2769,107,11,1663,2869,29,1,194.66666666666663,95.75489543621255
2719,48,7,1290,2177,12,1,194.33333333333331,362.5051723768917
2763,357,23,2728,2032,29,1,172.0,211.5585025471678
3011,73,9,4341,3215,29,1,192.66666666666663,659.0371764931019
2955,65,13,4590,2967,29,1,186.0,482.83019789569914
3149,135,7,3282,4310,29,1,202.0,67.36467917239716
2808,112,9,4034,1230,23,1,197.66666666666663,0.0
2811,352,13,2145,2464,29,1,191.33333333333331,230.6707610426601
3205,60,5,2797,4817,39,1,197.66666666666663,573.4710106012334
2892,48,23,4337,1140,29,1,163.33333333333334,158.43295111813072
2922,293,14,5205,2218,29,1,204.0,283.0635970943632
2828,352,23,2556,2086,29,1,174.0,447.4650824366076
2598,327,7,582,1482,20,1,201.66666666666663,30.0
2972,348,10,4565,2880,23,1,195.0,402.06094065452316
2834,348,26,2647,2005,29,1,169.33333333333334,451.9081765137692
2810,42,14,1666,2620,29,1,183.66666666666663,306.7507131206055
2684,141,17,1107,2047,30,1,196.33333333333331,30.01666203960727
2613,39,9,685,1626,20,1,191.0,42.190046219457976
2647,234,2,726,1299,29,1,206.33333333333331,323.5011591942137
2667,95,9,691,1293,29,1,195.0,541.1561696959576
2942,305,8,5232,2110,29,1,203.66666666666663,379.22288960451743
2971,340,15,4734,1131,29,1,190.66666666666663,86.88498144098322
2822,308,5,1758,2765,29,1,204.33333333333331,243.1295950722577
2661,60,11,1045,1996,29,1,188.0,30.59411708155671
2687,338,10,792,1350,29,1,197.0,438.32065887886233
3103,85,8,3805,3589,29,1,195.66666666666663,524.0238544188613
3034,50,22,4252,3131,29,1,165.33333333333334,531.2409999237634
2682,28,19,1110,2060,29,1,172.66666666666663,60.29925372672534
2876,343,22,2742,1894,29,1,179.0,561.9475064452195
2802,358,6,1718,2630,29,1,198.0,435.8772763060722
2958,39,25,4440,932,29,1,158.0,375.7086637276282
2890,20,16,2954,1723,29,1,181.33333333333331,466.93040166602987
2707,5,18,1242,2190,23,1,180.33333333333331,42.42640687119285
2706,9,21,1172,2123,29,1,173.33333333333337,108.90362712049586
2702,27,22,1149,2101,29,1,168.0,121.82364302548172
2686,29,23,1082,2036,29,1,165.0,101.59232254457027
2727,52,17,1332,2278,23,1,177.0,0.0
2720,36,17,1308,2255,23,1,177.33333333333337,30.0
2733,44,13,1350,2297,23,1,184.0,30.01666203960727
2724,349,15,1302,2252,29,1,188.0,67.11929677819934
2619,13,4,819,1691,12,1,199.33333333333331,42.1070065428546
3195,83,11,2952,4401,23,1,190.66666666666663,369.8175225702536
3139,106,6,3599,3690,29,1,199.33333333333331,531.1591098719855
2929,44,16,2698,1911,29,1,179.33333333333337,594.5637055858691
2849,293,22,2115,2646,29,1,198.66666666666663,127.81236246936366
2733,90,5,1364,2315,23,1,199.33333333333331,60.00833275470999
2803,333,20,3721,1124,29,1,185.66666666666663,190.4205871222962
2931,4,12,3018,1621,29,1,190.66666666666663,617.629338681381
2871,82,14,2385,2271,29,1,186.0,232.79390026373113
2737,99,13,1406,2357,23,1,190.0,30.4138126514911
2730,135,1,1383,2335,23,1,204.33333333333331,60.67124524847005
2653,332,13,900,1722,29,1,195.66666666666663,194.80503073586164
2655,21,13,630,1652,29,1,186.0,742.3651392677326
2659,332,13,930,1749,29,1,195.66666666666663,205.54804791094466
2665,0,10,930,1728,29,1,194.0,192.67589366602144
2871,92,32,4173,792,29,1,150.33333333333334,238.6063704095094
2988,217,7,5467,1437,29,1,210.0,451.7742799230607
2920,316,29,3511,1265,29,1,179.33333333333337,471.2589521696113
2718,63,17,1142,2082,12,1,178.33333333333337,254.2597097457637
2682,66,8,812,1702,29,1,194.66666666666663,547.2056286260221
2662,324,6,543,1765,29,1,202.0,618.1909090240651
3096,49,14,4180,2984,29,1,182.33333333333331,243.39268682522078
2975,38,11,3282,1381,12,1,188.33333333333331,678.7591620007792
2653,93,12,424,1833,29,1,190.66666666666663,512.8060062050756
2876,314,26,3746,1074,29,1,185.0,318.8510624100224
2969,35,4,2930,1679,12,1,199.33333333333331,540.1499791724517
2662,119,10,481,1841,29,1,198.0,533.5400641001573
2919,108,7,5022,1841,19,1,199.0,85.05292469985967
2738,270,12,1506,2461,29,1,209.0,30.805843601498726
2673,27,23,1113,1800,20,1,164.33333333333334,31.953090617340916
2696,276,11,1167,1776,30,1,208.0,123.45444503945575
2694,56,14,866,1782,12,1,184.0,480.75877527092524
3024,56,17,4397,2584,29,1,177.66666666666663,67.26812023536856
2986,174,18,4805,644,30,1,205.33333333333331,234.61670869739862
2860,332,5,1964,2905,30,1,202.0,496.2358310319802
2690,40,11,800,1820,12,1,187.66666666666663,495.40387564087547
2987,169,17,4629,547,29,1,204.66666666666663,392.3633520093333
2787,96,17,1767,2718,29,1,184.0,220.33610689126738
2934,299,25,3736,1044,29,1,192.66666666666663,451.6248443121791
2712,304,7,1146,1862,12,1,204.33333333333331,195.25624189766637
2954,160,13,3012,1608,12,1,204.0,393.32048001597883
2750,68,7,1676,2631,23,1,195.33333333333331,30.01666203960727
3044,57,16,4295,2589,29,1,180.0,108.11567878897121
2719,52,10,812,1935,12,1,189.66666666666663,371.0862433451286
2764,76,7,1437,2372,12,1,195.66666666666663,324.5812687140156
3034,61,17,4325,2491,29,1,177.0,212.19095173922943
2753,230,14,1398,2315,12,1,213.0,179.51323071016242
3109,26,7,3947,2962,29,1,195.33333333333331,30.14962686336267
2936,100,13,4687,2012,29,1,190.0,300.66592756745814
2875,331,15,2506,2402,29,1,193.66666666666663,280.3176769310134
2878,273,20,4085,738,29,1,206.66666666666663,147.2311108427835
2856,66,14,2086,2905,30,1,184.0,372.7425384900414
2976,211,7,3599,1022,29,1,210.0,510.98532268549553
2747,9,6,1380,2182,12,1,198.0,151.6047492659778
2703,47,8,666,1813,12,1,193.33333333333331,319.0015673942685
3073,99,20,4133,2624,29,1,179.0,216.33307652783935
2932,93,9,4860,342,30,1,194.66666666666663,125.02799686470227
2889,323,24,2605,2315,29,1,183.66666666666663,280.3176769310134
3146,85,9,3755,3099,29,1,194.0,194.81529714065064
2651,64,9,335,1559,12,1,191.66666666666663,127.03542812932147
2942,170,12,4552,2051,29,1,207.0,326.11960995929087
2534,108,2,234,1395,9,1,203.0,247.34186867572583
2774,10,7,1691,2621,12,1,197.0,308.475282640279
2732,43,9,1566,2455,20,1,191.33333333333331,0.0
2916,228,12,4975,1507,30,1,212.66666666666663,67.36467917239716
2744,118,18,1531,2334,12,1,188.0,43.965895873961216
2711,171,6,845,1803,12,1,206.66666666666663,108.37435120913067
3021,68,8,4134,2493,29,1,194.33333333333331,202.6746160721663
3032,87,12,5328,671,30,1,188.66666666666663,285.9545418418809
2904,53,26,4975,256,30,1,157.0,31.32091952673165
2866,122,6,2335,2730,29,1,201.0,246.3331078032346
2539,24,6,446,1208,9,1,196.33333333333331,120.03749414245534
2895,357,13,4236,514,29,1,189.0,60.8276253029822
2903,146,10,2766,2219,29,1,202.66666666666663,444.9865166496621
3086,123,10,3684,2970,29,1,199.0,321.024921150991
3083,45,5,3776,2850,29,1,197.66666666666663,260.64727123068064
2924,9,6,3095,1855,29,1,197.33333333333331,259.8557292037257
2740,56,15,1442,2151,12,1,181.0,162.30834852218786
3109,60,16,3599,3031,29,1,180.0,323.70665733036753
2935,7,16,4198,457,29,1,183.0,70.51950084905593
2914,104,4,2989,1995,29,1,201.0,393.14373961694974
2686,45,2,616,1383,12,1,201.33333333333331,0.0
2564,44,18,680,1052,9,1,175.33333333333337,70.21395872616783
