Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade
2998,340,7,108,16,2978,6224,29,1,199.33333333333334
2962,276,7,497,47,3610,5658,20,1,207.33333333333334
2759,160,12,120,35,2782,2462,30,1,204.66666666666666
2646,9,33,60,9,1771,1518,29,1,144.33333333333334
3027,217,17,700,127,5844,4011,29,1,213.33333333333334
2963,121,13,175,0,4557,3360,29,1,195.33333333333334
2919,117,15,175,33,4375,3311,29,1,191.66666666666666
2690,343,24,120,34,1816,1645,29,1,174.33333333333334
2660,3,9,297,60,1307,1249,29,1,193.66666666666666
2955,235,21,451,55,5590,4074,29,1,212.66666666666666
2953,120,13,134,3,4518,3297,29,1,195.0
2887,124,17,95,13,4252,3273,29,1,191.33333333333334
3014,338,8,150,23,2888,6169,29,1,198.33333333333334
2995,62,11,484,17,3209,5849,29,1,188.0
2965,142,6,0,0,4778,3283,29,1,203.66666666666666
2982,47,9,437,-7,3387,5641,20,1,191.33333333333334
2739,311,10,270,80,1765,1742,29,1,202.0
2983,5,5,400,-6,3406,5600,20,1,199.0
2916,243,3,335,16,5442,4030,23,1,207.0
3047,135,3,932,141,5900,3591,29,1,203.66666666666666
2751,270,2,0,0,3068,2912,23,1,205.33333333333334
2690,318,7,514,78,967,1310,12,1,202.33333333333334
2599,89,10,30,-1,558,1233,20,1,193.0
2919,264,7,408,19,5490,3945,29,1,209.0
2975,253,12,616,59,5780,3739,29,1,211.33333333333334
2617,83,9,127,16,573,1290,12,1,193.0
2574,92,7,0,0,408,1318,20,1,196.66666666666666
2939,19,11,60,7,3980,5016,20,1,190.0
2915,45,10,60,0,4397,3018,29,1,190.0
2765,41,5,0,0,3263,3107,23,1,198.0
2784,348,13,170,37,2758,2687,29,1,190.66666666666666
2850,108,22,42,14,3976,2971,30,1,179.0
2919,236,7,350,16,5470,3853,23,1,210.0
2995,233,14,638,89,5932,3487,29,1,213.0
2817,32,15,390,74,2561,2613,29,1,182.33333333333334
2932,18,2,485,13,4326,4597,23,1,201.66666666666666
2826,11,7,366,73,2648,2704,29,1,196.0
2795,47,10,451,95,2260,2389,29,1,190.66666666666666
2760,62,5,547,66,1842,2079,12,1,198.66666666666666
2700,76,9,433,-15,1124,1691,12,1,193.66666666666666
3001,238,9,592,92,5966,3379,29,1,211.0
2699,165,3,390,2,908,1670,12,1,205.33333333333334
2730,79,6,270,14,1353,1883,12,1,197.33333333333334
2655,82,8,384,104,607,1634,12,1,194.33333333333334
2644,46,14,319,93,518,1624,12,1,183.0
2998,252,12,553,89,5940,3271,29,1,211.33333333333334
2854,28,8,446,99,2791,2912,12,1,193.66666666666666
2809,63,8,458,36,2251,2486,12,1,193.0
2633,94,19,258,82,454,1651,12,1,179.33333333333334
2588,152,10,182,47,277,1654,30,1,203.66666666666666
2811,84,10,433,38,2250,2506,12,1,193.0
2926,208,15,300,20,5633,3446,23,1,212.33333333333334
2839,71,14,488,66,2370,2616,12,1,185.0
2689,179,11,210,2,932,1851,30,1,208.33333333333334
3015,66,19,335,22,3777,4847,29,1,174.0
2995,62,14,362,5,3836,4795,29,1,183.66666666666666
2938,159,7,285,22,4891,2656,30,1,205.33333333333334
2929,130,8,150,17,4651,2590,22,1,201.33333333333334
2851,107,11,458,78,2402,2698,30,1,194.66666666666666
2949,122,14,379,28,5131,2714,22,1,194.66666666666666
2596,33,14,335,66,150,1321,29,1,183.33333333333334
2939,45,8,306,26,4602,4080,29,1,193.0
2805,44,17,170,32,1902,2436,12,1,176.66666666666666
3074,52,9,42,4,3105,5353,29,1,192.0
2932,54,16,283,119,3578,2418,29,1,178.33333333333334
2868,29,20,95,33,3369,2468,23,1,171.0
2864,128,8,451,63,2741,2713,12,1,200.66666666666666
2946,352,14,170,35,4298,2352,30,1,189.66666666666666
3021,25,12,564,21,3847,4662,29,1,186.66666666666666
3018,49,14,631,22,3936,4569,29,1,182.33333333333334
2863,193,6,390,62,2869,2577,12,1,208.66666666666666
2978,156,6,524,61,5532,2688,30,1,205.33333333333334
2945,63,12,324,110,3561,2278,29,1,187.0
2618,7,18,170,47,458,1866,29,1,179.33333333333334
2968,120,9,365,51,5386,2557,30,1,198.33333333333334
2734,93,5,277,16,1645,2445,12,1,199.33333333333334
2728,83,11,277,19,1587,2416,12,1,190.0
2762,190,5,30,-3,1972,2647,30,1,207.66666666666666
2922,270,5,120,9,4843,3582,23,1,207.0
2926,61,11,90,9,5123,2375,19,1,189.33333333333334
2962,346,6,518,45,5549,2514,30,1,200.0
2624,183,27,60,22,1195,2374,30,1,201.66666666666666
2917,107,5,210,33,3413,2125,12,1,200.66666666666666
2644,345,3,85,-4,509,1426,12,1,202.66666666666666
2645,45,4,134,-3,467,1368,12,1,198.66666666666666
3024,24,16,297,26,4116,4161,29,1,180.33333333333334
2651,40,14,242,4,641,1783,12,1,182.33333333333334
2936,231,7,285,30,5773,2571,30,1,210.0
2813,127,14,60,12,2845,2313,29,1,195.0
2617,344,19,30,6,1307,2506,29,1,183.0
2952,281,5,212,33,4824,2022,29,1,206.33333333333334
2968,286,17,283,41,4735,1992,29,1,204.66666666666666
2992,228,6,458,79,4439,1919,12,1,209.66666666666666
2976,124,9,277,39,4173,1891,12,1,199.33333333333334
2796,131,9,0,0,2794,2323,29,1,200.66666666666666
2955,311,9,421,49,5660,2428,30,1,202.33333333333334
2917,175,13,30,0,3707,1907,12,1,207.66666666666666
2821,72,20,90,20,2889,2247,29,1,172.66666666666666
2794,179,20,124,29,2629,2408,30,1,206.0
2661,266,4,67,4,631,1499,23,1,206.66666666666666
2793,119,17,30,-2,2810,2274,29,1,188.66666666666666
2976,315,19,319,58,4779,1917,29,1,193.0
2807,115,21,85,11,2876,2215,29,1,182.0
3109,87,13,446,16,3469,4669,29,1,188.33333333333334
3109,53,7,362,42,3774,4310,29,1,194.0
2792,109,19,67,8,2856,2208,29,1,182.66666666666666
2775,121,16,30,-3,2799,2244,29,1,191.33333333333334
3113,14,13,376,23,3684,4380,29,1,187.0
2919,341,9,467,3,4830,3187,23,1,198.0
2757,129,12,0,0,2751,2259,29,1,197.33333333333334
2952,41,14,335,13,4604,3375,23,1,182.66666666666666
2764,91,15,42,7,2789,2216,29,1,186.0
2753,109,19,60,-3,2771,2213,29,1,184.0
2744,122,19,30,1,2742,2232,29,1,188.0
2736,138,18,0,0,2714,2252,29,1,194.66666666666666
2954,156,10,301,79,4308,1657,12,1,205.0
2662,138,23,30,8,2173,2588,16,1,188.66666666666666
2988,69,14,228,3,4298,3596,20,1,183.66666666666666
2965,72,14,361,6,4509,3383,29,1,184.0
2663,118,21,30,11,2214,2546,16,1,183.66666666666666
2600,64,10,247,33,277,1195,12,1,190.33333333333334
2942,71,16,499,3,4656,3211,23,1,181.0
2718,90,18,30,-2,2719,2207,29,1,180.0
2695,168,19,30,-1,2608,2291,30,1,203.33333333333334
2669,31,3,342,17,696,1559,12,1,201.0
2753,103,20,108,24,2813,2123,29,1,179.66666666666666
2721,101,18,42,13,2730,2185,29,1,182.66666666666666
2686,142,10,0,0,2592,2293,30,1,201.66666666666666
2676,119,5,0,0,2483,2352,16,1,201.33333333333334
2610,135,6,272,13,323,1256,12,1,202.66666666666666
2706,137,18,60,-1,2714,2185,29,1,193.66666666666666
2709,323,24,127,59,2125,2563,29,1,184.0
2676,66,3,391,24,883,1745,12,1,200.66666666666666
3201,70,8,331,59,2908,5058,29,1,194.33333333333334
2688,120,7,30,3,2644,2227,16,1,201.0
2685,11,2,30,4,2617,2241,16,1,202.0
2684,347,6,0,0,2630,2215,16,1,199.33333333333334
2714,329,25,127,45,2207,2479,29,1,179.66666666666666
2766,38,5,85,-3,1813,2800,29,1,197.33333333333334
2695,101,10,0,0,2778,2101,16,1,194.66666666666666
2690,35,6,0,0,2751,2123,16,1,196.66666666666666
2769,7,9,67,0,1832,2780,29,1,193.66666666666666
2795,126,24,153,23,3259,1740,29,1,181.0
2740,332,27,175,70,2239,2432,29,1,173.66666666666666
3009,238,7,446,42,5071,1631,30,1,210.0
2964,84,19,124,32,4607,1434,29,1,176.66666666666666
2783,332,30,255,114,2180,2467,29,1,169.0
2781,56,9,190,5,1987,2630,29,1,192.66666666666666
2775,40,8,134,0,1940,2673,29,1,193.66666666666666
2781,39,3,60,11,1871,2739,29,1,200.33333333333334
2593,7,8,85,-5,335,1279,29,1,195.66666666666666
3149,120,13,150,33,3438,4269,30,1,195.0
3044,345,5,342,20,4119,3538,29,1,200.0
2919,76,4,228,6,4914,2754,23,1,200.0
2786,52,11,182,10,2005,2609,29,1,188.33333333333334
2780,13,8,124,4,1959,2652,23,1,194.33333333333334
2780,350,9,95,4,1936,2674,23,1,195.66666666666666
2872,79,9,0,0,4336,1323,23,1,193.33333333333334
2796,27,2,240,20,2071,2546,29,1,201.66666666666666
2790,54,10,180,14,2024,2588,23,1,189.66666666666666
2769,107,11,95,12,1663,2869,29,1,194.66666666666666
2719,48,7,361,33,1290,2177,12,1,194.33333333333334
2763,357,23,201,66,2728,2032,29,1,172.0
3011,73,9,659,7,4341,3215,29,1,192.66666666666666
2955,65,13,481,42,4590,2967,29,1,186.0
3149,135,7,67,7,3282,4310,29,1,202.0
2808,112,9,0,0,4034,1230,23,1,197.66666666666666
2811,352,13,228,35,2145,2464,29,1,191.33333333333334
3205,60,5,570,63,2797,4817,39,1,197.66666666666666
2892,48,23,150,51,4337,1140,29,1,163.33333333333334
2922,293,14,283,6,5205,2218,29,1,204.0
2828,352,23,424,143,2556,2086,29,1,174.0
2598,327,7,30,0,582,1482,20,1,201.66666666666666
2972,348,10,402,7,4565,2880,23,1,195.0
2834,348,26,430,139,2647,2005,29,1,169.33333333333334
2810,42,14,300,64,1666,2620,29,1,183.66666666666666
2684,141,17,30,-1,1107,2047,30,1,196.33333333333334
2613,39,9,42,4,685,1626,20,1,191.0
2647,234,2,323,18,726,1299,29,1,206.33333333333334
2667,95,9,541,13,691,1293,29,1,195.0
2942,305,8,379,13,5232,2110,29,1,203.66666666666666
2971,340,15,85,18,4734,1131,29,1,190.66666666666666
2822,308,5,234,66,1758,2765,29,1,204.33333333333334
2661,60,11,30,-6,1045,1996,29,1,188.0
2687,338,10,437,34,792,1350,29,1,197.0
3103,85,8,524,-5,3805,3589,29,1,195.66666666666666
3034,50,22,531,16,4252,3131,29,1,165.33333333333334
2682,28,19,60,6,1110,2060,29,1,172.66666666666666
2876,343,22,532,181,2742,1894,29,1,179.0
2802,358,6,433,50,1718,2630,29,1,198.0
2958,39,25,351,134,4440,932,29,1,158.0
2890,20,16,430,182,2954,1723,29,1,181.33333333333334
2707,5,18,42,6,1242,2190,23,1,180.33333333333334
2706,9,21,108,14,1172,2123,29,1,173.33333333333334
2702,27,22,120,21,1149,2101,29,1,168.0
2686,29,23,95,36,1082,2036,29,1,165.0
2727,52,17,0,0,1332,2278,23,1,177.0
2720,36,17,30,0,1308,2255,23,1,177.33333333333334
2733,44,13,30,-1,1350,2297,23,1,184.0
2724,349,15,67,4,1302,2252,29,1,188.0
2619,13,4,42,3,819,1691,12,1,199.33333333333334
3195,83,11,366,53,2952,4401,23,1,190.66666666666666
3139,106,6,531,13,3599,3690,29,1,199.33333333333334
2929,44,16,591,65,2698,1911,29,1,179.33333333333334
2849,293,22,120,44,2115,2646,29,1,198.66666666666666
2733,90,5,60,-1,1364,2315,23,1,199.33333333333334
2803,333,20,182,56,3721,1124,29,1,185.66666666666666
2931,4,12,579,215,3018,1621,29,1,190.66666666666666
2871,82,14,228,47,2385,2271,29,1,186.0
2737,99,13,30,-5,1406,2357,23,1,190.0
2730,135,1,60,-9,1383,2335,23,1,204.33333333333334
2653,332,13,190,43,900,1722,29,1,195.66666666666666
2655,21,13,741,45,630,1652,29,1,186.0
2659,332,13,201,43,930,1749,29,1,195.66666666666666
2665,0,10,190,32,930,1728,29,1,194.0
2871,92,32,218,97,4173,792,29,1,150.33333333333334
2988,217,7,446,72,5467,1437,29,1,210.0
2920,316,29,433,186,3511,1265,29,1,179.33333333333334
2718,63,17,242,78,1142,2082,12,1,178.33333333333334
2682,66,8,547,15,812,1702,29,1,194.66666666666666
2662,324,6,616,52,543,1765,29,1,202.0
3096,49,14,242,26,4180,2984,29,1,182.33333333333334
2975,38,11,633,245,3282,1381,12,1,188.33333333333334
2653,93,12,511,43,424,1833,29,1,190.66666666666666
2876,314,26,295,121,3746,1074,29,1,185.0
2969,35,4,531,99,2930,1679,12,1,199.33333333333334
2662,119,10,531,52,481,1841,29,1,198.0
2919,108,7,85,3,5022,1841,19,1,199.0
2738,270,12,30,7,1506,2461,29,1,209.0
2673,27,23,30,11,1113,1800,20,1,164.33333333333334
2696,276,11,120,29,1167,1776,30,1,208.0
2694,56,14,480,27,866,1782,12,1,184.0
3024,56,17,67,6,4397,2584,29,1,177.66666666666666
2986,174,18,234,17,4805,644,30,1,205.33333333333334
2860,332,5,485,105,1964,2905,30,1,202.0
2690,40,11,495,-20,800,1820,12,1,187.66666666666666
2987,169,17,390,43,4629,547,29,1,204.66666666666666
2787,96,17,218,32,1767,2718,29,1,184.0
2934,299,25,418,171,3736,1044,29,1,192.66666666666666
2712,304,7,190,45,1146,1862,12,1,204.33333333333334
2954,160,13,390,51,3012,1608,12,1,204.0
2750,68,7,30,1,1676,2631,23,1,195.33333333333334
3044,57,16,108,-5,4295,2589,29,1,180.0
2719,52,10,371,8,812,1935,12,1,189.66666666666666
2764,76,7,323,32,1437,2372,12,1,195.66666666666666
3034,61,17,212,-9,4325,2491,29,1,177.0
2753,230,14,175,40,1398,2315,12,1,213.0
3109,26,7,30,-3,3947,2962,29,1,195.33333333333334
2936,100,13,300,20,4687,2012,29,1,190.0
2875,331,15,277,43,2506,2402,29,1,193.66666666666666
2878,273,20,134,61,4085,738,29,1,206.66666666666666
2856,66,14,371,36,2086,2905,30,1,184.0
2976,211,7,509,45,3599,1022,29,1,210.0
2747,9,6,150,22,1380,2182,12,1,198.0
2703,47,8,319,1,666,1813,12,1,193.33333333333334
3073,99,20,216,-12,4133,2624,29,1,179.0
2932,93,9,124,16,4860,342,30,1,194.66666666666666
2889,323,24,277,43,2605,2315,29,1,183.66666666666666
3146,85,9,192,33,3755,3099,29,1,194.0
2651,64,9,127,3,335,1559,12,1,191.66666666666666
2942,170,12,323,-45,4552,2051,29,1,207.0
2534,108,2,247,13,234,1395,9,1,203.0
2774,10,7,306,39,1691,2621,12,1,197.0
2732,43,9,0,0,1566,2455,20,1,191.33333333333334
2916,228,12,67,7,4975,1507,30,1,212.66666666666666
2744,118,18,42,13,1531,2334,12,1,188.0
2711,171,6,108,9,845,1803,12,1,206.66666666666666
3021,68,8,201,26,4134,2493,29,1,194.33333333333334
3032,87,12,277,71,5328,671,30,1,188.66666666666666
2904,53,26,30,9,4975,256,30,1,157.0
2866,122,6,242,46,2335,2730,29,1,201.0
2539,24,6,120,-3,446,1208,9,1,196.33333333333334
2895,357,13,60,10,4236,514,29,1,189.0
2903,146,10,443,42,2766,2219,29,1,202.66666666666666
3086,123,10,319,36,3684,2970,29,1,199.0
3083,45,5,256,49,3776,2850,29,1,197.66666666666666
2924,9,6,255,50,3095,1855,29,1,197.33333333333334
2740,56,15,162,10,1442,2151,12,1,181.0
3109,60,16,319,55,3599,3031,29,1,180.0
2935,7,16,67,22,4198,457,29,1,183.0
2914,104,4,391,41,2989,1995,29,1,201.0
2686,45,2,0,0,616,1383,12,1,201.33333333333334
2564,44,18,67,21,680,1052,9,1,175.33333333333334
3010,203,16,484,159,5519,760,30,1,212.33333333333334
2753,111,6,90,-3,1897,2791,12,1,200.33333333333334
2719,6,5,67,-3,1194,1848,12,1,199.33333333333334
2699,45,1,60,4,834,1510,12,1,203.0
2925,82,5,424,51,3066,1948,29,1,198.66666666666666
2821,102,13,242,60,2134,3013,12,1,191.33333333333334
2754,101,11,85,19,1588,2148,12,1,193.0
2693,5,12,120,0,828,1383,12,1,190.33333333333334
2674,344,7,234,-2,626,1116,12,1,199.0
3178,83,6,306,46,3209,3398,29,1,198.33333333333334
2826,76,13,234,55,2174,2970,12,1,187.0
2725,95,8,0,0,1490,2026,20,1,196.66666666666666
2961,97,20,150,47,3636,1218,29,1,177.0
2939,88,7,342,57,3234,1812,29,1,196.0
2761,181,10,42,4,2117,3019,12,1,208.66666666666666
2764,148,6,175,20,1816,2307,12,1,204.0
2971,322,22,361,158,4671,258,29,1,187.66666666666666
2992,355,8,67,0,4095,589,29,1,196.66666666666666
2525,80,7,67,-8,706,916,16,1,196.66666666666666
2750,60,4,0,0,2154,2976,20,1,199.33333333333334
2742,345,7,30,2,1597,2033,20,1,198.66666666666666
2695,15,7,285,1,819,1104,12,1,195.66666666666666
2993,346,10,300,16,4663,175,29,1,196.0
2972,0,16,210,20,4200,2112,24,1,184.66666666666666
2931,30,14,391,50,3078,2093,29,1,184.0
2868,188,2,108,14,2616,2470,29,1,205.33333333333334
2976,252,3,212,95,5365,900,30,1,206.66666666666666
2926,67,12,324,45,3055,2093,29,1,188.33333333333334
2853,293,9,42,9,2755,2329,29,1,205.33333333333334
2719,126,11,277,-10,1092,1302,23,1,198.33333333333334
2624,109,14,127,14,911,655,9,1,190.66666666666666
2985,90,9,295,53,4375,1900,30,1,194.33333333333334
2909,77,10,120,6,4759,1499,30,1,191.0
2911,130,30,108,52,5485,811,30,1,173.0
2780,357,14,85,13,2335,2952,23,1,187.66666666666666
2854,338,7,0,0,5493,703,20,1,199.66666666666666
2856,2,14,0,0,5468,684,20,1,188.0
2997,315,5,30,1,4248,573,23,1,203.33333333333334
3152,65,9,120,13,2928,3526,39,1,192.33333333333334
2945,76,10,175,42,4542,1717,30,1,190.33333333333334
2821,63,14,30,-4,2496,2704,23,1,183.66666666666666
3002,166,4,258,22,4690,120,20,1,205.66666666666666
3030,81,14,85,22,4414,408,30,1,186.33333333333334
3041,125,13,323,76,3971,2308,30,1,195.66666666666666
2878,339,20,30,15,5493,872,29,1,184.33333333333334
2770,51,12,120,7,1528,1652,12,1,186.66666666666666
2733,89,15,582,20,1092,900,12,1,184.66666666666666
3159,62,15,150,20,2881,3518,29,1,182.0
3123,94,12,342,33,3544,2758,30,1,191.0
2673,69,14,240,56,1084,553,29,1,183.66666666666666
2787,99,9,30,2,1964,2136,12,1,196.0
2544,86,7,247,-16,1020,531,9,1,197.0
3162,55,10,190,23,2871,3501,29,1,190.33333333333334
2998,151,24,124,39,4140,2117,30,1,192.66666666666666
2972,37,7,90,16,4242,920,23,1,194.33333333333334
2859,113,5,42,-1,2881,2250,30,1,200.66666666666666
2851,43,17,255,37,2599,2771,29,1,177.33333333333334
2601,48,11,162,-18,1243,342,22,1,188.0
2814,5,9,201,48,1829,1884,12,1,194.66666666666666
3025,96,7,234,17,4437,726,29,1,196.66666666666666
2955,3,13,42,3,4224,2039,30,1,188.0
2869,325,15,120,13,2898,2310,29,1,194.33333333333334
3067,133,11,242,43,3491,2771,30,1,199.66666666666666
2905,248,3,95,11,4859,1490,29,1,206.66666666666666
3001,17,6,323,43,3929,1371,29,1,197.66666666666666
2712,72,12,391,88,1351,560,23,1,188.33333333333334
3050,72,10,124,26,3538,2719,30,1,191.33333333333334
2882,37,10,0,0,5639,1040,23,1,190.66666666666666
2962,108,9,150,4,3840,1320,30,1,197.0
2762,357,9,658,1,1529,900,23,1,196.0
3041,144,12,60,4,3476,2781,30,1,201.33333333333334
2984,132,11,153,26,3967,1245,30,1,198.66666666666666
3090,131,14,124,46,3270,2986,30,1,196.0
3008,356,16,42,7,3719,2549,30,1,184.66666666666666
2900,66,17,42,6,5655,1116,30,1,178.66666666666666
3014,234,21,285,115,5432,834,29,1,212.66666666666666
2898,254,7,30,6,4919,1552,23,1,209.33333333333334
2898,114,3,60,4,4948,1533,23,1,202.33333333333334
2834,32,15,247,36,1897,1561,23,1,182.33333333333334
2780,96,5,582,21,1616,902,12,1,200.0
2896,276,7,30,5,4911,1575,23,1,207.33333333333334
2898,352,3,60,6,4941,1556,23,1,201.66666666666666
2838,322,14,85,22,2379,2252,29,1,196.66666666666666
2802,91,11,540,18,1699,1084,12,1,191.66666666666666
2891,292,8,0,0,4875,1617,23,1,206.0
2902,342,3,67,4,4963,1560,23,1,202.33333333333334
2853,39,10,350,55,2109,1834,12,1,190.66666666666666
3025,194,15,342,112,5307,1396,29,1,210.66666666666666
2960,104,20,150,41,3479,1663,30,1,180.66666666666666
2932,113,15,85,19,3432,1734,30,1,190.66666666666666
2896,351,8,30,3,4803,1702,23,1,197.33333333333334
2905,353,8,42,-3,4979,1590,23,1,196.66666666666666
2921,258,20,108,8,5066,1539,29,1,210.0
3046,335,15,134,31,4530,1055,29,1,191.66666666666666
2752,68,11,418,65,1684,626,12,1,189.33333333333334
2904,9,13,30,5,4855,1687,23,1,187.33333333333334
2906,87,10,212,42,3070,2513,12,1,192.33333333333334
2756,81,10,420,5,1717,664,12,1,191.33333333333334
2666,63,14,212,19,1176,228,23,1,184.0
2654,78,11,272,7,1116,258,23,1,190.0
2975,354,40,474,0,4118,2250,29,1,133.0
3131,318,13,618,85,5272,872,29,1,198.66666666666666
2913,321,16,95,14,4784,1771,23,1,195.0
2908,198,2,30,1,4954,1689,23,1,205.33333333333334
2910,266,4,42,2,4983,1673,23,1,206.66666666666666
2770,68,3,330,11,1820,808,12,1,201.33333333333334
2914,113,11,0,0,4889,1747,23,1,195.66666666666666
2905,329,1,30,-3,4948,1714,23,1,203.66666666666666
2917,280,11,108,4,5037,1667,23,1,207.33333333333334
2924,270,10,134,11,5066,1652,29,1,209.0
2987,236,21,365,74,5302,1537,29,1,212.66666666666666
2999,347,13,150,21,4146,966,29,1,191.66666666666666
2878,290,12,218,55,2525,2244,29,1,205.33333333333334
2915,297,5,108,1,4736,1860,29,1,205.0
2918,310,11,124,10,5031,1693,23,1,202.0
2925,205,5,175,12,5090,1664,29,1,208.33333333333334
2942,5,11,60,3,3542,1745,29,1,191.66666666666666
2918,8,7,85,3,4731,1884,29,1,196.66666666666666
2931,267,16,242,18,5144,1664,29,1,209.33333333333334
2997,351,6,42,-2,3827,1302,30,1,199.66666666666666
3037,346,13,418,0,3667,2696,29,1,192.0
2929,75,15,95,14,4696,1926,29,1,184.0
3174,350,13,700,66,5370,1050,29,1,190.66666666666666
3082,79,2,212,32,4669,816,29,1,201.33333333333334
2841,96,5,295,57,2174,1558,12,1,200.0
2928,294,6,216,21,5075,1744,23,1,205.66666666666666
2939,288,10,268,26,5134,1718,29,1,206.0
3103,356,12,134,10,3071,3237,30,1,191.66666666666666
3096,73,11,192,13,3187,3133,30,1,188.66666666666666
3064,59,8,319,0,3362,2980,30,1,193.33333333333334
2917,50,11,30,2,4745,1939,23,1,189.0
2920,295,9,42,5,4833,1889,23,1,205.0
2935,32,12,162,26,4981,1812,29,1,187.33333333333334
3129,38,11,190,36,2802,3489,30,1,188.33333333333334
2924,53,14,0,0,4740,1964,23,1,183.33333333333334
2929,302,16,85,14,4858,1899,29,1,200.0
2936,22,11,201,27,5006,1825,29,1,189.0
2938,0,5,277,29,5095,1785,23,1,200.0
3004,273,14,301,93,5754,1237,29,1,208.33333333333334
3168,203,6,700,60,5459,1140,29,1,209.0
3130,110,12,421,51,5271,1172,29,1,194.0
2775,191,9,134,-11,2081,1140,12,1,209.33333333333334
2744,81,11,170,25,1702,642,29,1,189.33333333333334
2698,71,14,30,8,1554,564,20,1,183.33333333333334
2927,68,11,0,0,4735,1989,23,1,189.33333333333334
2941,16,8,216,27,5002,1852,29,1,195.0
2942,350,9,242,33,5032,1838,29,1,195.66666666666666
3112,133,12,210,33,5128,999,29,1,198.33333333333334
2931,114,6,30,4,4701,2030,23,1,200.0
2944,0,10,218,9,4998,1878,29,1,193.0
2948,1,15,277,39,5057,1852,29,1,186.33333333333334
3038,13,9,376,58,4524,641,29,1,192.66666666666666
2953,13,18,182,18,4964,1919,29,1,177.0
2954,344,16,242,19,5024,1892,29,1,187.66666666666666
2959,358,17,361,24,5143,1804,29,1,183.33333333333334
2980,66,15,175,-20,3896,1369,29,1,182.0
2749,169,4,30,-2,1895,828,12,1,205.66666666666666
2943,282,13,60,8,4841,2002,29,1,207.0
2969,2,17,330,34,5109,1847,29,1,182.33333333333334
3156,84,16,458,48,5416,1195,29,1,182.33333333333334
3060,95,22,454,136,4272,2359,29,1,173.0
2976,348,13,300,41,5076,1889,29,1,190.66666666666666
2948,79,15,120,24,5493,1608,30,1,183.0
2851,323,11,170,5,2910,2518,23,1,198.66666666666666
2937,325,4,30,1,4774,2084,23,1,202.66666666666666
3104,50,11,150,11,5205,882,29,1,187.66666666666666
2753,75,5,30,-1,2030,976,23,1,199.0
2666,132,12,42,1,1350,690,23,1,198.66666666666666
2955,26,8,124,5,4592,2205,23,1,193.33333333333334
2953,19,9,67,3,4651,2172,23,1,193.33333333333334
3129,44,13,722,65,3606,2896,29,1,184.66666666666666
2996,34,11,400,61,5155,1889,29,1,189.0
2859,125,18,127,28,2738,2173,12,1,190.66666666666666
2979,265,10,242,44,4973,2037,29,1,209.66666666666666
